,Unnamed: 0,CASENUM,non_motorist,CASENUM_VEH_NO,distraction,region,weight,person involved,age,sex,alcohol,dow,hr,interstate hwy,population class,collision,injury,min,month,specific location,relation to road,intersection type,work zone,year,speed,speed limit,crash type,make,lanes,vehicle occupants,area of impact,distracted_binary
0,0,201010425911.0,0,201010425911.01.0,0.0,1.0,298.606,1.0,15_24,M,95.0,7.0,afternoon,0.0,1.0,rear_end,none,55.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,no_limit,92.0,7.0,2.0,1,26.0,0
1,1,201010425911.0,0,201010425911.02.0,0.0,1.0,298.606,1.0,35_44,M,95.0,7.0,afternoon,0.0,1.0,rear_end,none,55.0,1.0,8.0,roadway,0.0,0.0,2010.0,0.0,no_limit,93.0,34.0,2.0,3,26.0,0
2,2,201010425916.0,0,201010425916.01.0,0.0,1.0,27.146,1.0,15_24,F,95.0,6.0,late_night,0.0,1.0,not_motor_vehicle,incap,32.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,7.0,55.0,2.0,2,55.0,0
3,3,201010425917.0,0,201010425917.01.0,0.0,1.0,135.73,1.0,over_65,F,95.0,6.0,afternoon_rush,0.0,1.0,not_motor_vehicle,none,24.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,2.0,6.0,2.0,1,55.0,0
4,4,201010425922.0,0,201010425922.01.0,0.0,1.0,27.146,1.0,15_24,M,95.0,7.0,morning_rush,0.0,1.0,not_motor_vehicle,non_incap,42.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,1.0,37.0,4.0,1,55.0,0
5,5,201010425929.0,0,201010425929.01.0,0.0,1.0,298.606,1.0,over_65,M,95.0,4.0,afternoon,0.0,1.0,angle,none,37.0,1.0,2.0,roadway,7.0,0.0,2010.0,998.0,N/R,78.0,24.0,8.0,1,32.0,0
6,6,201010425929.0,0,201010425929.02.0,0.0,1.0,298.606,1.0,25_34,M,95.0,4.0,afternoon,0.0,1.0,angle,none,37.0,1.0,2.0,roadway,7.0,0.0,2010.0,998.0,N/R,79.0,48.0,1.0,1,32.0,0
7,7,201010425938.0,0,201010425938.01.0,92.0,1.0,135.73,1.0,15_24,F,95.0,2.0,afternoon_rush,0.0,1.0,rear_end,possible,33.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,28.0,35.0,2.0,3,32.0,1
8,8,201010425938.0,0,201010425938.02.0,0.0,1.0,135.73,1.0,15_24,M,95.0,2.0,afternoon_rush,0.0,1.0,rear_end,possible,33.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,29.0,35.0,2.0,2,32.0,0
9,9,201010425938.0,0,201010425938.03.0,0.0,1.0,135.73,1.0,over_65,F,95.0,2.0,afternoon_rush,0.0,1.0,rear_end,possible,33.0,1.0,1.0,roadway,0.0,0.0,2010.0,0.0,N/R,98.0,32.0,2.0,2,27.0,0
10,10,201010425942.0,0,201010425942.01.0,97.0,1.0,54.292,1.0,over_65,M,95.0,2.0,afternoon,0.0,1.0,rear_end,possible,47.0,1.0,3.0,roadway,2.0,0.0,2010.0,998.0,N/R,20.0,48.0,2.0,1,32.0,1
11,11,201010425942.0,0,201010425942.02.0,0.0,1.0,54.292,1.0,25_34,F,95.0,2.0,afternoon,0.0,1.0,rear_end,possible,47.0,1.0,3.0,roadway,2.0,0.0,2010.0,0.0,N/R,22.0,48.0,2.0,2,32.0,0
12,12,201010425943.0,0,201010425943.01.0,0.0,1.0,54.292,1.0,15_24,M,95.0,7.0,afternoon,0.0,1.0,not_motor_vehicle,possible,1.0,1.0,1.0,outside_traffic,0.0,0.0,2010.0,998.0,N/R,7.0,30.0,8.0,1,55.0,0
13,13,201010425946.0,0,201010425946.01.0,0.0,1.0,89.853,1.0,25_34,F,95.0,7.0,night,0.0,1.0,not_motor_vehicle,none,55.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,13.0,12.0,2.0,1,32.0,0
14,14,201010425947.0,0,201010425947.01.0,0.0,1.0,89.853,1.0,35_44,F,95.0,2.0,afternoon,0.0,1.0,not_motor_vehicle,none,5.0,1.0,3.0,outside_traffic,9.0,0.0,2010.0,998.0,no_limit,3.0,2.0,2.0,1,55.0,0
15,15,201010425948.0,0,201010425948.01.0,0.0,1.0,89.853,1.0,15_24,M,95.0,2.0,afternoon_rush,0.0,1.0,rear_end,none,5.0,1.0,3.0,roadway,9.0,0.0,2010.0,998.0,N/R,29.0,20.0,8.0,1,26.0,0
16,16,201010425948.0,0,201010425948.02.0,97.0,1.0,89.853,1.0,25_34,M,95.0,2.0,afternoon_rush,0.0,1.0,rear_end,none,5.0,1.0,3.0,roadway,9.0,0.0,2010.0,998.0,N/R,28.0,35.0,8.0,2,26.0,1
17,17,201010425949.0,0,201010425949.01.0,0.0,1.0,269.56,1.0,15_24,M,95.0,2.0,afternoon_rush,0.0,1.0,angle,none,20.0,1.0,2.0,roadway,7.0,0.0,2010.0,998.0,N/R,77.0,35.0,8.0,1,32.0,0
18,18,201010425949.0,0,201010425949.02.0,0.0,1.0,269.56,1.0,15_24,M,95.0,2.0,afternoon_rush,0.0,1.0,angle,none,20.0,1.0,2.0,roadway,7.0,0.0,2010.0,998.0,N/R,76.0,37.0,1.0,3,32.0,0
19,19,201010425951.0,0,201010425951.01.0,0.0,1.0,89.853,1.0,35_44,M,95.0,4.0,morning_rush,0.0,1.0,not_motor_vehicle,none,10.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,13.0,23.0,2.0,1,32.0,0
20,20,201010425955.0,0,201010425955.01.0,0.0,1.0,298.606,1.0,15_24,M,95.0,7.0,night,0.0,1.0,angle,none,10.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,66.0,30.0,8.0,1,27.0,0
21,21,201010425955.0,0,201010425955.02.0,0.0,1.0,298.606,1.0,45_64,U/K,95.0,7.0,night,0.0,1.0,angle,none,10.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,66.0,2.0,8.0,1,27.0,0
22,22,201010425981.0,0,201010425981.01.0,0.0,1.0,135.73,1.0,25_34,M,95.0,1.0,afternoon,0.0,1.0,not_motor_vehicle,none,0.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,2.0,7.0,2.0,3,55.0,0
23,23,201010425985.0,0,201010425985.01.0,98.0,1.0,269.434,1.0,15_24,M,95.0,2.0,afternoon,0.0,8.0,rear_end,possible,45.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,20.0,7.0,8.0,1,32.0,1
24,24,201010425985.0,0,201010425985.02.0,0.0,1.0,269.434,1.0,over_65,F,95.0,2.0,afternoon,0.0,8.0,rear_end,possible,45.0,1.0,1.0,roadway,0.0,0.0,2010.0,0.0,N/R,21.0,37.0,8.0,1,32.0,0
25,25,201010425985.0,0,201010425985.03.0,0.0,1.0,269.434,1.0,45_64,F,95.0,2.0,afternoon,0.0,8.0,rear_end,possible,45.0,1.0,1.0,roadway,0.0,0.0,2010.0,0.0,N/R,98.0,35.0,8.0,2,32.0,0
26,26,201010425996.0,0,201010425996.01.0,0.0,1.0,107.773,1.0,35_44,F,95.0,6.0,afternoon,0.0,8.0,rear_end,none,45.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,20.0,37.0,2.0,1,32.0,0
27,27,201010425996.0,0,201010425996.02.0,0.0,1.0,107.773,1.0,15_24,M,95.0,6.0,afternoon,0.0,8.0,rear_end,none,45.0,1.0,1.0,roadway,0.0,0.0,2010.0,0.0,N/R,21.0,7.0,2.0,1,32.0,0
28,28,201010426002.0,0,201010426002.01.0,0.0,1.0,298.606,1.0,15_24,F,95.0,7.0,afternoon_rush,0.0,1.0,angle,possible,10.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,no_limit,88.0,49.0,8.0,2,32.0,0
29,29,201010426002.0,0,201010426002.02.0,0.0,1.0,298.606,1.0,over_65,M,95.0,7.0,afternoon_rush,0.0,1.0,angle,possible,10.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,no_limit,89.0,12.0,2.0,2,32.0,0
30,30,201010426006.0,0,201010426006.01.0,13.0,1.0,135.73,1.0,35_44,M,95.0,7.0,morning_rush,0.0,1.0,not_motor_vehicle,none,2.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,1.0,37.0,9.0,1,55.0,1
31,31,201010426009.0,0,201010426009.01.0,0.0,1.0,27.146,1.0,25_34,F,95.0,1.0,late_night,0.0,1.0,not_motor_vehicle,non_incap,58.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,2.0,53.0,2.0,1,55.0,0
32,32,201010426012.0,0,201010426012.01.0,0.0,1.0,269.56,1.0,15_24,M,95.0,6.0,late_night,0.0,1.0,not_motor_vehicle,none,22.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,13.0,37.0,2.0,1,31.0,0
33,33,201010426013.0,0,201010426013.01.0,0.0,1.0,89.853,1.0,35_44,F,95.0,1.0,afternoon,0.0,1.0,not_motor_vehicle,possible,53.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,7.0,20.0,2.0,1,55.0,0
34,34,201010426016.0,0,201010426016.01.0,0.0,1.0,89.853,1.0,35_44,M,95.0,5.0,morning_rush,0.0,1.0,not_motor_vehicle,none,11.0,1.0,3.0,median,7.0,0.0,2010.0,998.0,N/R,7.0,35.0,2.0,1,55.0,0
35,35,201010426017.0,0,201010426017.01.0,0.0,1.0,147.841,1.0,15_24,F,95.0,5.0,morning_rush,0.0,3.0,not_motor_vehicle,none,35.0,1.0,1.0,outside_traffic,0.0,0.0,2010.0,998.0,N/R,2.0,22.0,9.0,2,55.0,0
36,36,201010426022.0,0,201010426022.01.0,0.0,1.0,49.28,1.0,15_24,M,95.0,3.0,afternoon_rush,0.0,3.0,not_motor_vehicle,non_incap,9.0,1.0,1.0,median,0.0,0.0,2010.0,998.0,N/R,6.0,49.0,2.0,1,55.0,0
37,37,201010426023.0,0,201010426023.01.0,0.0,1.0,89.853,1.0,15_24,F,95.0,6.0,morning_rush,0.0,1.0,not_motor_vehicle,non_incap,11.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,7.0,51.0,2.0,1,55.0,0
38,38,201010426024.0,0,201010426024.01.0,0.0,1.0,49.28,1.0,35_44,M,95.0,3.0,late_night,0.0,3.0,not_motor_vehicle,possible,6.0,1.0,1.0,median,0.0,0.0,2010.0,998.0,N/R,6.0,12.0,2.0,1,55.0,0
39,39,201010426026.0,0,201010426026.01.0,96.0,1.0,89.853,1.0,15_24,M,95.0,6.0,afternoon,0.0,1.0,not_motor_vehicle,none,15.0,1.0,3.0,roadside,9.0,0.0,2010.0,998.0,no_limit,3.0,30.0,2.0,1,32.0,0
40,40,201010426028.0,0,201010426028.01.0,0.0,1.0,89.853,1.0,25_34,F,95.0,6.0,morning_rush,0.0,1.0,not_motor_vehicle,none,52.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,2.0,48.0,9.0,1,55.0,0
41,41,201010426029.0,0,201010426029.01.0,0.0,1.0,295.682,1.0,35_44,F,95.0,3.0,morning_rush,0.0,3.0,not_motor_vehicle,none,20.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,13.0,7.0,9.0,1,21.0,0
42,42,201010426030.0,0,201010426030.01.0,0.0,1.0,269.56,1.0,15_24,F,95.0,6.0,night,0.0,1.0,rear_end,possible,23.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,98.0,49.0,2.0,3,26.0,0
43,43,201010426030.0,0,201010426030.02.0,0.0,1.0,269.56,1.0,45_64,F,95.0,6.0,night,0.0,1.0,rear_end,possible,23.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,25.0,55.0,2.0,1,26.0,0
44,44,201010426030.0,0,201010426030.03.0,98.0,1.0,269.56,1.0,15_24,M,95.0,6.0,night,0.0,1.0,rear_end,possible,23.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,24.0,14.0,2.0,1,26.0,1
45,45,201010426032.0,0,201010426032.01.0,0.0,1.0,89.853,1.0,35_44,F,95.0,7.0,afternoon,0.0,1.0,angle,none,57.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,no_limit,99.0,22.0,4.0,2,23.0,0
46,46,201010426032.0,0,201010426032.02.0,97.0,1.0,89.853,1.0,45_64,M,95.0,7.0,afternoon,0.0,1.0,angle,none,57.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,N/R,99.0,37.0,8.0,1,23.0,1
47,47,201010426035.0,0,201010426035.01.0,0.0,1.0,89.853,1.0,25_34,F,95.0,7.0,afternoon,0.0,1.0,not_motor_vehicle,non_incap,35.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,no_limit,7.0,7.0,9.0,1,55.0,0
48,48,201010426038.0,0,201010426038.01.0,0.0,1.0,89.853,1.0,25_34,M,95.0,4.0,afternoon,0.0,1.0,rear_end,possible,40.0,1.0,3.0,roadway,2.0,0.0,2010.0,0.0,N/R,21.0,20.0,2.0,1,26.0,0
49,49,201010426038.0,0,201010426038.02.0,97.0,1.0,89.853,1.0,25_34,M,95.0,4.0,afternoon,0.0,1.0,rear_end,possible,40.0,1.0,3.0,roadway,2.0,0.0,2010.0,998.0,N/R,20.0,12.0,2.0,1,26.0,1
50,50,201010426039.0,0,201010426039.01.0,0.0,1.0,147.841,1.0,15_24,F,95.0,1.0,afternoon_rush,0.0,3.0,not_motor_vehicle,none,30.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,7.0,35.0,9.0,1,55.0,0
51,51,201010426041.0,0,201010426041.01.0,0.0,1.0,295.682,1.0,25_34,M,95.0,7.0,late_night,0.0,3.0,not_motor_vehicle,none,40.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,13.0,34.0,2.0,1,32.0,0
52,52,201010426043.0,0,201010426043.01.0,98.0,1.0,49.28,1.0,15_24,F,95.0,6.0,afternoon_rush,0.0,3.0,not_motor_vehicle,non_incap,0.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,no_limit,2.0,24.0,2.0,1,55.0,1
53,53,201010426066.0,0,201010426066.01.0,0.0,1.0,53.887,1.0,25_34,M,95.0,3.0,afternoon,0.0,8.0,rear_end,possible,20.0,1.0,3.0,roadway,2.0,0.0,2010.0,998.0,N/R,28.0,2.0,2.0,1,32.0,0
54,54,201010426066.0,0,201010426066.02.0,0.0,1.0,53.887,1.0,15_24,F,95.0,3.0,afternoon,0.0,8.0,rear_end,possible,20.0,1.0,3.0,roadway,2.0,0.0,2010.0,998.0,N/R,29.0,49.0,2.0,1,32.0,0
55,55,201010426066.0,0,201010426066.03.0,0.0,1.0,53.887,1.0,25_34,M,95.0,3.0,afternoon,0.0,8.0,rear_end,possible,20.0,1.0,3.0,roadway,2.0,0.0,2010.0,998.0,N/R,98.0,20.0,2.0,1,32.0,0
56,56,201010426067.0,0,201010426067.01.0,0.0,1.0,269.434,1.0,35_44,F,95.0,1.0,night,0.0,8.0,not_motor_vehicle,none,8.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,6.0,49.0,2.0,1,55.0,0
57,57,201010426069.0,0,201010426069.01.0,0.0,1.0,107.773,1.0,45_64,M,95.0,1.0,afternoon_rush,0.0,8.0,angle,none,59.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,65.0,37.0,2.0,1,27.0,0
58,58,201010426069.0,0,201010426069.02.0,0.0,1.0,107.773,1.0,45_64,F,95.0,1.0,afternoon_rush,0.0,8.0,angle,none,59.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,64.0,49.0,2.0,1,55.0,0
59,59,201010426071.0,0,201010426071.01.0,0.0,1.0,107.773,1.0,15_24,M,95.0,5.0,afternoon,0.0,8.0,angle,none,20.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,N/R,77.0,55.0,2.0,1,55.0,0
60,60,201010426071.0,0,201010426071.02.0,0.0,1.0,107.773,1.0,15_24,M,95.0,5.0,afternoon,0.0,8.0,angle,none,20.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,N/R,76.0,7.0,8.0,1,29.0,0
61,61,201010426075.0,0,201010426075.01.0,0.0,1.0,298.606,1.0,35_44,F,95.0,4.0,afternoon_rush,0.0,1.0,angle,none,11.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,46.0,37.0,2.0,1,55.0,0
62,62,201010426075.0,0,201010426075.02.0,0.0,1.0,298.606,1.0,15_24,M,95.0,4.0,afternoon_rush,0.0,1.0,angle,none,11.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,45.0,32.0,2.0,1,25.0,0
63,63,201010426086.0,0,201010426086.01.0,99.0,1.0,27.146,1.0,25_34,F,95.0,1.0,afternoon,0.0,1.0,not_motor_vehicle,non_incap,50.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,7.0,37.0,2.0,2,55.0,0
64,64,201010426092.0,0,201010426092.01.0,0.0,1.0,49.28,1.0,45_64,M,95.0,3.0,afternoon_rush,0.0,3.0,angle,non_incap,13.0,1.0,2.0,roadway,1.0,0.0,2010.0,998.0,N/R,69.0,37.0,2.0,1,32.0,0
65,65,201010426092.0,0,201010426092.02.0,0.0,1.0,49.28,1.0,over_65,M,95.0,3.0,afternoon_rush,0.0,3.0,angle,non_incap,13.0,1.0,2.0,roadway,1.0,0.0,2010.0,998.0,N/R,68.0,22.0,2.0,1,55.0,0
66,66,201010426093.0,0,201010426093.01.0,97.0,1.0,49.28,1.0,over_65,F,95.0,3.0,afternoon_rush,0.0,3.0,not_motor_vehicle,incap,0.0,1.0,1.0,outside_traffic,0.0,0.0,2010.0,998.0,N/R,2.0,48.0,9.0,1,55.0,1
67,67,201010426099.0,0,201010426099.01.0,92.0,1.0,135.73,1.0,15_24,F,95.0,1.0,afternoon,0.0,1.0,not_motor_vehicle,none,41.0,1.0,3.0,roadside,7.0,0.0,2010.0,998.0,N/R,7.0,18.0,2.0,1,55.0,1
68,68,201010426100.0,0,201010426100.01.0,0.0,1.0,27.146,1.0,25_34,M,95.0,7.0,late_night,0.0,1.0,not_motor_vehicle,incap,48.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,7.0,41.0,9.0,4,55.0,0
69,69,201010426104.0,0,201010426104.01.0,0.0,1.0,27.146,1.0,15_24,M,95.0,6.0,night,0.0,1.0,not_motor_vehicle,incap,39.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,7.0,23.0,2.0,2,55.0,0
70,70,201010426105.0,0,201010426105.01.0,0.0,1.0,147.841,1.0,45_64,F,95.0,5.0,morning_rush,0.0,3.0,not_motor_vehicle,none,50.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,13.0,55.0,9.0,1,21.0,0
71,71,201010426106.0,0,201010426106.01.0,0.0,1.0,49.28,1.0,45_64,M,95.0,5.0,afternoon,0.0,3.0,head_on,incap,55.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,51.0,20.0,2.0,1,32.0,0
72,72,201010426106.0,0,201010426106.02.0,0.0,1.0,49.28,1.0,45_64,M,95.0,5.0,afternoon,0.0,3.0,head_on,incap,55.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,50.0,21.0,2.0,2,32.0,0
73,73,201010426110.0,0,201010426110.01.0,0.0,1.0,27.146,1.0,35_44,M,95.0,1.0,morning_rush,0.0,1.0,not_motor_vehicle,incap,30.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,1.0,35.0,2.0,2,55.0,0
74,74,201010426111.0,0,201010426111.01.0,0.0,1.0,295.682,1.0,15_24,M,97.0,4.0,morning_rush,0.0,3.0,not_motor_vehicle,U/K,3.0,1.0,3.0,roadside,2.0,0.0,2010.0,998.0,no_limit,6.0,30.0,2.0,1,55.0,0
75,75,201010426112.0,0,201010426112.01.0,0.0,1.0,49.28,1.0,45_64,M,95.0,3.0,afternoon,0.0,3.0,rear_end,possible,20.0,1.0,3.0,roadway,2.0,0.0,2010.0,998.0,N/R,30.0,7.0,2.0,1,26.0,0
76,76,201010426112.0,0,201010426112.02.0,0.0,1.0,49.28,1.0,45_64,F,95.0,3.0,afternoon,0.0,3.0,rear_end,possible,20.0,1.0,3.0,roadway,2.0,0.0,2010.0,998.0,N/R,28.0,48.0,2.0,1,26.0,0
77,77,201010426116.0,0,201010426116.01.0,0.0,1.0,49.28,1.0,25_34,F,95.0,2.0,morning_rush,0.0,3.0,angle,non_incap,50.0,1.0,2.0,roadway,2.0,0.0,2010.0,998.0,N/R,82.0,7.0,2.0,2,30.0,0
78,78,201010426116.0,0,201010426116.02.0,0.0,1.0,49.28,1.0,35_44,M,95.0,2.0,morning_rush,0.0,3.0,angle,non_incap,50.0,1.0,2.0,roadway,2.0,0.0,2010.0,998.0,N/R,83.0,7.0,2.0,1,30.0,0
79,79,201010426124.0,0,201010426124.01.0,0.0,1.0,135.73,1.0,25_34,M,95.0,5.0,afternoon,0.0,1.0,not_motor_vehicle,incap,10.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,2.0,7.0,2.0,2,55.0,0
80,80,201010426125.0,0,201010426125.01.0,0.0,1.0,147.841,1.0,25_34,M,95.0,7.0,morning_rush,0.0,3.0,not_motor_vehicle,none,59.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,2.0,49.0,2.0,1,55.0,0
81,81,201010426127.0,0,201010426127.01.0,98.0,1.0,295.682,1.0,45_64,M,95.0,6.0,late_night,0.0,3.0,not_motor_vehicle,U/K,3.0,1.0,1.0,outside_traffic,0.0,0.0,2010.0,999.0,N/R,1.0,35.0,9.0,1,55.0,1
82,82,201010426128.0,0,201010426128.01.0,0.0,1.0,49.28,1.0,45_64,F,95.0,6.0,morning_rush,0.0,3.0,angle,possible,39.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,N/R,93.0,35.0,2.0,1,32.0,0
83,83,201010426128.0,0,201010426128.02.0,0.0,1.0,49.28,1.0,25_34,M,95.0,6.0,morning_rush,0.0,3.0,angle,possible,39.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,N/R,92.0,7.0,2.0,1,32.0,0
84,84,201010426129.0,0,201010426129.01.0,0.0,1.0,54.292,1.0,15_24,F,95.0,1.0,night,0.0,1.0,not_motor_vehicle,possible,24.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,2.0,35.0,9.0,2,55.0,0
85,85,201010426132.0,0,201010426132.01.0,0.0,1.0,49.28,1.0,25_34,M,95.0,5.0,afternoon_rush,0.0,3.0,angle,possible,50.0,1.0,2.0,roadway,3.0,0.0,2010.0,998.0,N/R,83.0,98.0,8.0,1,21.0,0
86,86,201010426132.0,0,201010426132.02.0,0.0,1.0,49.28,1.0,35_44,F,95.0,5.0,afternoon_rush,0.0,3.0,angle,possible,50.0,1.0,2.0,roadway,3.0,0.0,2010.0,998.0,N/R,82.0,49.0,8.0,2,21.0,0
87,87,201010426141.0,0,201010426141.01.0,1.0,1.0,147.841,1.0,15_24,F,95.0,4.0,afternoon_rush,0.0,3.0,head_on,none,35.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,N/R,69.0,47.0,4.0,1,32.0,1
88,88,201010426141.0,0,201010426141.02.0,0.0,1.0,147.841,1.0,45_64,F,95.0,4.0,afternoon_rush,0.0,3.0,head_on,none,35.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,N/R,68.0,7.0,4.0,1,55.0,0
89,89,201010426145.0,0,201010426145.01.0,99.0,1.0,298.606,1.0,U/K,U/K,99.0,1.0,morning_rush,0.0,1.0,not_motor_vehicle,U/K,0.0,1.0,1.0,pking_zone,0.0,0.0,2010.0,998.0,N/R,99.0,99.0,8.0,U/K,32.0,0
90,90,201010426146.0,0,201010426146.01.0,97.0,1.0,135.73,1.0,45_64,F,95.0,6.0,afternoon,0.0,1.0,angle,none,28.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,N/R,82.0,48.0,8.0,1,32.0,1
91,91,201010426146.0,0,201010426146.02.0,0.0,1.0,135.73,1.0,over_65,M,95.0,6.0,afternoon,0.0,1.0,angle,none,28.0,1.0,8.0,roadway,0.0,0.0,2010.0,998.0,0.0,83.0,55.0,8.0,1,32.0,0
92,92,201010426152.0,0,201010426152.01.0,0.0,1.0,54.292,1.0,25_34,M,95.0,5.0,morning_rush,0.0,1.0,not_motor_vehicle,possible,0.0,1.0,5.0,roadside,1.0,0.0,2010.0,998.0,N/R,2.0,20.0,2.0,1,55.0,0
93,93,201010426163.0,0,201010426163.01.0,0.0,1.0,287.619,1.0,45_64,F,99.0,1.0,afternoon_rush,0.0,1.0,not_motor_vehicle,none,0.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,13.0,35.0,9.0,1,32.0,0
94,94,201010426164.0,0,201010426164.01.0,10.0,1.0,115.04700000000001,1.0,15_24,M,95.0,7.0,afternoon_rush,0.0,1.0,not_motor_vehicle,none,48.0,1.0,1.0,roadside,0.0,0.0,2010.0,999.0,no_limit,2.0,14.0,2.0,1,31.0,1
95,95,201010426165.0,0,201010426165.01.0,0.0,1.0,57.523999999999994,1.0,45_64,F,95.0,3.0,afternoon,0.0,1.0,not_motor_vehicle,non_incap,20.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,2.0,20.0,2.0,1,55.0,0
96,96,201010426166.0,0,201010426166.01.0,0.0,1.0,57.523999999999994,1.0,45_64,M,95.0,6.0,afternoon,0.0,1.0,rear_end,possible,55.0,1.0,3.0,roadway,2.0,0.0,2010.0,998.0,N/R,28.0,35.0,2.0,1,32.0,0
97,97,201010426166.0,0,201010426166.02.0,0.0,1.0,57.523999999999994,1.0,over_65,M,95.0,6.0,afternoon,0.0,1.0,rear_end,possible,55.0,1.0,3.0,roadway,2.0,0.0,2010.0,998.0,N/R,29.0,35.0,2.0,1,32.0,0
98,98,201010426169.0,0,201010426169.01.0,0.0,1.0,57.523999999999994,1.0,35_44,M,95.0,6.0,morning_rush,0.0,1.0,not_motor_vehicle,non_incap,19.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,3.0,12.0,2.0,1,55.0,0
99,99,201010426172.0,0,201010426172.01.0,96.0,1.0,115.04700000000001,1.0,25_34,F,95.0,1.0,afternoon,0.0,1.0,not_motor_vehicle,none,23.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,no_limit,7.0,49.0,9.0,1,55.0,0
100,100,201010426173.0,0,201010426173.01.0,0.0,1.0,53.887,1.0,45_64,M,95.0,6.0,afternoon,0.0,8.0,rear_end,possible,21.0,1.0,1.0,roadway,0.0,3.0,2010.0,0.0,N/R,21.0,37.0,2.0,2,26.0,0
101,101,201010426173.0,0,201010426173.02.0,1.0,1.0,53.887,1.0,45_64,F,95.0,6.0,afternoon,0.0,8.0,rear_end,possible,21.0,1.0,1.0,roadway,0.0,3.0,2010.0,998.0,N/R,20.0,2.0,2.0,2,26.0,1
102,102,201010426176.0,0,201010426176.01.0,0.0,1.0,115.04700000000001,1.0,15_24,F,95.0,1.0,night,0.0,1.0,not_motor_vehicle,none,40.0,1.0,1.0,roadside,0.0,0.0,2010.0,998.0,N/R,6.0,18.0,2.0,1,55.0,0
103,103,201010426177.0,0,201010426177.01.0,0.0,1.0,53.887,1.0,35_44,M,95.0,5.0,afternoon,0.0,8.0,rear_end,possible,41.0,1.0,1.0,roadway,0.0,0.0,2010.0,998.0,N/R,28.0,12.0,2.0,1,32.0,0
