,Unnamed: 0,CASENUM,non_motorist,CASENUM_VEH_NO,distraction,region,weight,person involved,age,sex,alcohol,dow,hr,interstate hwy,population class,collision,injury,min,month,specific location,relation to road,intersection type,work zone,year,speed,speed limit,crash type,make,lanes,vehicle occupants,area of impact,distracted_binary
3701,3701,201011175714.0,0,201011175714.02.0,0.0,1.0,52.18600000000001,1.0,25_34,M,96.0,5.0,afternoon,0.0,2.0,angle,possible,56.0,8.0,2.0,roadway,2.0,0.0,2010.0,998.0,15_25,83.0,6.0,2.0,1,32.0,0
3702,3702,201011175721.0,0,201011175721.01.0,0.0,1.0,52.18600000000001,1.0,45_64,F,96.0,4.0,afternoon_rush,0.0,3.0,rear_end,possible,35.0,9.0,3.0,roadway,2.0,0.0,2010.0,0.0,15_25,98.0,6.0,2.0,3,26.0,0
3703,3703,201011175721.0,0,201011175721.02.0,0.0,1.0,52.18600000000001,1.0,45_64,F,96.0,4.0,afternoon_rush,0.0,3.0,rear_end,possible,35.0,9.0,3.0,roadway,2.0,0.0,2010.0,0.0,15_25,21.0,49.0,2.0,3,26.0,0
3704,3704,201011175721.0,0,201011175721.03.0,97.0,1.0,52.18600000000001,1.0,over_65,F,96.0,4.0,afternoon_rush,0.0,3.0,rear_end,possible,35.0,9.0,3.0,roadway,2.0,0.0,2010.0,998.0,15_25,20.0,49.0,2.0,1,26.0,1
3705,3705,201011175723.0,0,201011175723.01.0,97.0,1.0,130.465,1.0,15_24,F,96.0,4.0,night,0.0,3.0,not_motor_vehicle,none,16.0,9.0,8.0,roadside,0.0,0.0,2010.0,999.0,45_55,1.0,53.0,3.0,2,55.0,1
3706,3706,201011175737.0,1,201011175737.01.0,0.0,1.0,13.047,1.0,45_64,M,96.0,6.0,afternoon,0.0,2.0,not_motor_vehicle,non_incap,40.0,8.0,8.0,roadway,0.0,0.0,2010.0,998.0,25_35,13.0,14.0,2.0,1,22.0,0
3707,3707,201011175749.0,0,201011175749.01.0,0.0,1.0,130.465,1.0,25_34,F,96.0,6.0,afternoon_rush,0.0,2.0,rear_end,none,40.0,8.0,1.0,roadway,0.0,0.0,2010.0,0.0,35_45,21.0,30.0,3.0,1,26.0,0
3708,3708,201011175749.0,0,201011175749.02.0,97.0,1.0,130.465,1.0,35_44,M,96.0,6.0,afternoon_rush,0.0,2.0,rear_end,none,40.0,8.0,1.0,roadway,0.0,0.0,2010.0,998.0,35_45,20.0,13.0,3.0,1,26.0,1
3709,3709,201011175754.0,0,201011175754.01.0,0.0,1.0,13.047,1.0,45_64,M,96.0,7.0,afternoon,0.0,3.0,angle,incap,17.0,8.0,2.0,roadway,7.0,0.0,2010.0,998.0,N/R,87.0,2.0,8.0,2,24.0,0
3710,3710,201011175754.0,0,201011175754.02.0,0.0,1.0,13.047,1.0,45_64,F,96.0,7.0,afternoon,0.0,3.0,angle,incap,17.0,8.0,2.0,roadway,7.0,0.0,2010.0,0.0,25_35,98.0,49.0,3.0,1,97.0,0
3711,3711,201011175754.0,0,201011175754.03.0,0.0,1.0,13.047,1.0,35_44,F,96.0,7.0,afternoon,0.0,3.0,angle,incap,17.0,8.0,2.0,roadway,7.0,0.0,2010.0,0.0,25_35,98.0,6.0,3.0,1,32.0,0
3712,3712,201011175754.0,0,201011175754.04.0,0.0,1.0,13.047,1.0,25_34,F,95.0,7.0,afternoon,0.0,3.0,angle,incap,17.0,8.0,2.0,roadway,7.0,0.0,2010.0,998.0,45_55,86.0,22.0,3.0,1,55.0,0
3713,3713,201011175759.0,0,201011175759.01.0,97.0,1.0,52.18600000000001,1.0,45_64,F,96.0,1.0,afternoon,0.0,2.0,angle,possible,21.0,8.0,8.0,median,0.0,0.0,2010.0,998.0,0.0,82.0,6.0,8.0,2,55.0,1
3714,3714,201011175759.0,0,201011175759.02.0,97.0,1.0,52.18600000000001,1.0,25_34,F,96.0,1.0,afternoon,0.0,2.0,angle,possible,21.0,8.0,8.0,median,0.0,0.0,2010.0,998.0,35_45,83.0,49.0,1.0,2,55.0,1
3715,3715,201011175761.0,0,201011175761.01.0,0.0,1.0,13.047,1.0,45_64,M,96.0,5.0,afternoon,0.0,2.0,not_motor_vehicle,non_incap,41.0,8.0,1.0,roadway,0.0,0.0,2010.0,998.0,35_45,98.0,79.0,8.0,1,0.0,0
3716,3716,201011175776.0,0,201011175776.01.0,1.0,1.0,13.047,1.0,over_65,F,96.0,4.0,afternoon,0.0,3.0,rear_end,possible,49.0,9.0,3.0,roadway,1.0,0.0,2010.0,998.0,N/R,84.0,55.0,2.0,3,32.0,1
3717,3717,201011175776.0,0,201011175776.02.0,0.0,1.0,13.047,1.0,35_44,F,96.0,4.0,afternoon,0.0,3.0,rear_end,possible,49.0,9.0,3.0,roadway,1.0,0.0,2010.0,0.0,35_45,84.0,6.0,2.0,3,32.0,0
3718,3718,201011175776.0,0,201011175776.03.0,0.0,1.0,13.047,1.0,45_64,M,96.0,4.0,afternoon,0.0,3.0,rear_end,possible,49.0,9.0,3.0,roadway,1.0,0.0,2010.0,0.0,35_45,98.0,23.0,2.0,1,62.0,0
3719,3719,201011175789.0,0,201011175789.01.0,0.0,1.0,52.18600000000001,1.0,over_65,M,96.0,7.0,afternoon,0.0,3.0,rear_end,possible,35.0,8.0,3.0,roadway,1.0,0.0,2010.0,998.0,25_35,98.0,62.0,1.0,1,26.0,0
3720,3720,201011175789.0,0,201011175789.02.0,0.0,1.0,52.18600000000001,1.0,35_44,F,96.0,7.0,afternoon,0.0,3.0,rear_end,possible,35.0,8.0,3.0,roadway,1.0,0.0,2010.0,998.0,25_35,29.0,12.0,1.0,1,26.0,0
3721,3721,201011175789.0,0,201011175789.03.0,10.0,1.0,52.18600000000001,1.0,45_64,M,96.0,7.0,afternoon,0.0,3.0,rear_end,possible,35.0,8.0,3.0,roadway,1.0,0.0,2010.0,998.0,25_35,28.0,12.0,1.0,1,26.0,1
3722,3722,201011175798.0,0,201011175798.01.0,0.0,1.0,130.465,1.0,35_44,M,96.0,2.0,afternoon,0.0,3.0,rear_end,none,51.0,8.0,5.0,roadway,0.0,0.0,2010.0,998.0,25_35,31.0,2.0,1.0,1,26.0,0
3723,3723,201011175798.0,0,201011175798.02.0,97.0,1.0,130.465,1.0,15_24,F,96.0,2.0,afternoon,0.0,3.0,rear_end,none,51.0,8.0,5.0,roadway,0.0,0.0,2010.0,998.0,25_35,28.0,6.0,1.0,1,26.0,1
3724,3724,201011175799.0,0,201011175799.01.0,0.0,1.0,300.07,1.0,35_44,M,96.0,7.0,afternoon,0.0,3.0,angle,none,10.0,8.0,8.0,roadway,0.0,0.0,2010.0,998.0,0.0,78.0,12.0,8.0,3,32.0,0
3725,3725,201011175799.0,0,201011175799.02.0,0.0,1.0,300.07,1.0,over_65,M,96.0,7.0,afternoon,0.0,3.0,angle,none,10.0,8.0,8.0,roadway,0.0,0.0,2010.0,998.0,35_45,79.0,20.0,2.0,1,32.0,0
3726,3726,201011175831.0,0,201011175831.01.0,0.0,1.0,52.18600000000001,1.0,15_24,M,95.0,6.0,night,0.0,2.0,rear_end,possible,27.0,9.0,1.0,roadway,0.0,0.0,2010.0,998.0,35_45,29.0,12.0,2.0,1,26.0,0
3727,3727,201011175831.0,0,201011175831.02.0,0.0,1.0,52.18600000000001,1.0,35_44,M,95.0,6.0,night,0.0,2.0,rear_end,possible,27.0,9.0,1.0,roadway,0.0,0.0,2010.0,998.0,35_45,28.0,20.0,2.0,2,26.0,0
3728,3728,201011175833.0,0,201011175833.01.0,0.0,1.0,67.842,1.0,over_65,F,96.0,5.0,afternoon,0.0,1.0,not_motor_vehicle,possible,12.0,9.0,1.0,roadside,0.0,0.0,2010.0,998.0,45_55,1.0,12.0,2.0,1,55.0,0
3729,3729,201011175838.0,0,201011175838.01.0,0.0,1.0,54.273,1.0,45_64,F,96.0,6.0,afternoon,0.0,8.0,rear_end,possible,33.0,8.0,1.0,roadway,0.0,0.0,2010.0,0.0,25_35,21.0,41.0,2.0,1,26.0,0
3730,3730,201011175838.0,0,201011175838.02.0,97.0,1.0,54.273,1.0,15_24,M,96.0,6.0,afternoon,0.0,8.0,rear_end,possible,33.0,8.0,1.0,roadway,0.0,0.0,2010.0,998.0,25_35,20.0,35.0,2.0,1,26.0,1
3731,3731,201011175842.0,0,201011175842.01.0,0.0,1.0,13.047,1.0,35_44,F,95.0,2.0,morning_rush,0.0,2.0,angle,possible,14.0,8.0,2.0,roadway,2.0,0.0,2010.0,998.0,45_55,88.0,35.0,2.0,1,32.0,0
3732,3732,201011175842.0,0,201011175842.02.0,0.0,1.0,13.047,1.0,45_64,F,95.0,2.0,morning_rush,0.0,2.0,angle,possible,14.0,8.0,2.0,roadway,2.0,0.0,2010.0,998.0,15_25,89.0,37.0,8.0,1,32.0,0
3733,3733,201011175845.0,0,201011175845.01.0,0.0,1.0,135.684,1.0,15_24,M,95.0,5.0,99.0,0.0,8.0,angle,possible,99.0,9.0,3.0,roadway,2.0,0.0,2010.0,0.0,15_25,81.0,22.0,8.0,2,31.0,0
3734,3734,201011175845.0,0,201011175845.02.0,0.0,1.0,135.684,1.0,45_64,M,95.0,5.0,99.0,0.0,8.0,angle,possible,99.0,9.0,3.0,roadway,2.0,0.0,2010.0,998.0,15_25,80.0,20.0,8.0,1,31.0,0
3735,3735,201011175851.0,1,201011175851.01.0,1.0,1.0,13.047,1.0,15_24,M,95.0,4.0,morning_rush,0.0,2.0,not_motor_vehicle,non_incap,25.0,9.0,1.0,roadway,0.0,0.0,2010.0,998.0,25_35,13.0,30.0,8.0,3,32.0,1
3736,3736,201011175867.0,0,201011175867.01.0,0.0,1.0,300.07,1.0,35_44,M,96.0,6.0,afternoon_rush,0.0,2.0,angle,none,10.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,25_35,76.0,23.0,2.0,2,23.0,0
3737,3737,201011175867.0,0,201011175867.02.0,0.0,1.0,300.07,1.0,over_65,M,96.0,6.0,afternoon_rush,0.0,2.0,angle,none,10.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,N/R,77.0,63.0,2.0,2,23.0,0
3738,3738,201011175876.0,1,201011175876.01.0,0.0,1.0,13.047,1.0,45_64,F,96.0,6.0,afternoon,0.0,2.0,not_motor_vehicle,non_incap,42.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,15_25,13.0,55.0,2.0,1,32.0,0
3739,3739,201011175881.0,1,201011175881.01.0,1.0,1.0,13.047,1.0,35_44,M,96.0,6.0,afternoon_rush,0.0,2.0,not_motor_vehicle,non_incap,31.0,9.0,3.0,roadway,2.0,0.0,2010.0,998.0,15_25,13.0,6.0,2.0,1,21.0,1
3740,3740,201011175895.0,0,201011175895.01.0,0.0,1.0,13.047,1.0,25_34,M,96.0,6.0,morning_rush,0.0,2.0,head_on,possible,59.0,9.0,3.0,roadway,2.0,0.0,2010.0,998.0,45_55,59.0,84.0,4.0,1,32.0,0
3741,3741,201011175895.0,0,201011175895.02.0,97.0,1.0,13.047,1.0,25_34,F,96.0,6.0,morning_rush,0.0,2.0,head_on,possible,59.0,9.0,3.0,roadway,2.0,0.0,2010.0,998.0,45_55,58.0,38.0,4.0,1,55.0,1
3742,3742,201011175926.0,0,201011175926.01.0,97.0,1.0,300.07,1.0,25_34,M,96.0,7.0,afternoon_rush,0.0,3.0,rear_end,none,56.0,9.0,8.0,roadway,0.0,0.0,2010.0,998.0,35_45,92.0,12.0,4.0,3,26.0,1
3743,3743,201011175926.0,0,201011175926.02.0,0.0,1.0,300.07,1.0,25_34,M,96.0,7.0,afternoon_rush,0.0,3.0,rear_end,none,56.0,9.0,8.0,roadway,0.0,0.0,2010.0,0.0,35_45,93.0,42.0,4.0,3,26.0,0
3744,3744,201011175927.0,0,201011175927.01.0,0.0,1.0,130.465,1.0,45_64,M,96.0,7.0,afternoon_rush,0.0,3.0,rear_end,possible,28.0,9.0,3.0,roadway,2.0,0.0,2010.0,0.0,35_45,22.0,51.0,2.0,2,26.0,0
3745,3745,201011175927.0,0,201011175927.02.0,15.0,1.0,130.465,1.0,15_24,F,96.0,7.0,afternoon_rush,0.0,3.0,rear_end,possible,28.0,9.0,3.0,roadway,2.0,0.0,2010.0,998.0,35_45,20.0,58.0,2.0,1,26.0,1
3746,3746,201011175930.0,0,201011175930.01.0,0.0,1.0,13.047,1.0,25_34,F,96.0,1.0,afternoon,0.0,3.0,angle,incap,44.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,25_35,69.0,22.0,6.0,2,32.0,0
3747,3747,201011175930.0,0,201011175930.02.0,97.0,1.0,13.047,1.0,over_65,M,96.0,1.0,afternoon,0.0,3.0,angle,incap,44.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,25_35,68.0,18.0,6.0,1,32.0,1
3748,3748,201011175931.0,1,201011175931.01.0,97.0,1.0,13.047,1.0,45_64,F,96.0,1.0,afternoon_rush,0.0,3.0,not_motor_vehicle,non_incap,4.0,9.0,2.0,roadway,2.0,0.0,2010.0,998.0,15_25,13.0,51.0,8.0,1,25.0,1
3749,3749,201011175941.0,0,201011175941.01.0,0.0,1.0,52.18600000000001,1.0,15_24,M,95.0,5.0,afternoon_rush,0.0,2.0,not_motor_vehicle,possible,12.0,9.0,8.0,roadside,0.0,0.0,2010.0,998.0,45_55,3.0,12.0,2.0,1,55.0,0
3750,3750,201011175952.0,0,201011175952.01.0,0.0,1.0,52.18600000000001,1.0,35_44,F,96.0,6.0,morning_rush,0.0,3.0,angle,possible,20.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,35_45,87.0,49.0,4.0,1,25.0,0
3751,3751,201011175952.0,0,201011175952.02.0,0.0,1.0,52.18600000000001,1.0,45_64,M,96.0,6.0,morning_rush,0.0,3.0,angle,possible,20.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,45_55,86.0,38.0,4.0,1,25.0,0
3752,3752,201011175953.0,0,201011175953.01.0,0.0,1.0,300.07,1.0,45_64,M,96.0,6.0,morning_rush,0.0,3.0,rear_end,possible,47.0,9.0,3.0,roadway,1.0,0.0,2010.0,0.0,45_55,21.0,12.0,2.0,1,26.0,0
3753,3753,201011175953.0,0,201011175953.02.0,12.0,1.0,300.07,1.0,25_34,M,96.0,6.0,morning_rush,0.0,3.0,rear_end,possible,47.0,9.0,3.0,roadway,1.0,0.0,2010.0,998.0,45_55,20.0,24.0,2.0,1,26.0,1
3754,3754,201011175984.0,0,201011175984.01.0,97.0,1.0,300.07,1.0,15_24,M,96.0,4.0,afternoon_rush,0.0,3.0,rear_end,none,19.0,9.0,3.0,roadway,1.0,0.0,2010.0,998.0,45_55,20.0,13.0,4.0,3,32.0,1
3755,3755,201011175984.0,0,201011175984.02.0,0.0,1.0,300.07,1.0,45_64,M,96.0,4.0,afternoon_rush,0.0,3.0,rear_end,none,19.0,9.0,3.0,roadway,1.0,0.0,2010.0,0.0,45_55,21.0,7.0,4.0,2,32.0,0
3756,3756,201011175992.0,0,201011175992.01.0,0.0,1.0,130.465,1.0,45_64,M,96.0,3.0,morning_rush,0.0,3.0,rear_end,none,25.0,9.0,3.0,roadway,7.0,0.0,2010.0,0.0,45_55,98.0,35.0,2.0,1,26.0,0
3757,3757,201011175992.0,0,201011175992.02.0,0.0,1.0,130.465,1.0,35_44,F,96.0,3.0,morning_rush,0.0,3.0,rear_end,none,25.0,9.0,3.0,roadway,7.0,0.0,2010.0,0.0,45_55,21.0,37.0,2.0,2,26.0,0
3758,3758,201011175992.0,0,201011175992.03.0,12.0,1.0,130.465,1.0,over_65,M,96.0,3.0,morning_rush,0.0,3.0,rear_end,none,25.0,9.0,3.0,roadway,7.0,0.0,2010.0,998.0,45_55,20.0,55.0,2.0,1,26.0,1
3759,3759,201011176005.0,0,201011176005.01.0,0.0,1.0,52.18600000000001,1.0,45_64,F,96.0,5.0,afternoon,0.0,2.0,angle,possible,41.0,9.0,2.0,roadway,2.0,0.0,2010.0,998.0,35_45,83.0,12.0,2.0,1,32.0,0
3760,3760,201011176005.0,0,201011176005.02.0,0.0,1.0,52.18600000000001,1.0,over_65,M,96.0,5.0,afternoon,0.0,2.0,angle,possible,41.0,9.0,2.0,roadway,2.0,0.0,2010.0,998.0,N/R,82.0,12.0,2.0,1,32.0,0
3761,3761,201011176008.0,0,201011176008.01.0,0.0,1.0,130.465,1.0,45_64,M,96.0,5.0,afternoon_rush,0.0,2.0,rear_end,possible,28.0,9.0,3.0,roadway,2.0,0.0,2010.0,0.0,45_55,98.0,23.0,4.0,1,26.0,0
3762,3762,201011176008.0,0,201011176008.02.0,0.0,1.0,130.465,1.0,25_34,F,96.0,5.0,afternoon_rush,0.0,2.0,rear_end,possible,28.0,9.0,3.0,roadway,2.0,0.0,2010.0,998.0,45_55,29.0,18.0,4.0,1,26.0,0
3763,3763,201011176008.0,0,201011176008.03.0,97.0,1.0,130.465,1.0,35_44,M,96.0,5.0,afternoon_rush,0.0,2.0,rear_end,possible,28.0,9.0,3.0,roadway,2.0,0.0,2010.0,998.0,45_55,28.0,12.0,4.0,1,26.0,1
3764,3764,201011176020.0,0,201011176020.01.0,0.0,1.0,300.07,1.0,45_64,F,96.0,1.0,afternoon,0.0,2.0,rear_end,none,19.0,9.0,3.0,roadway,2.0,0.0,2010.0,0.0,35_45,21.0,49.0,2.0,1,26.0,0
3765,3765,201011176020.0,0,201011176020.02.0,97.0,1.0,300.07,1.0,35_44,M,96.0,1.0,afternoon,0.0,2.0,rear_end,none,19.0,9.0,3.0,roadway,2.0,0.0,2010.0,998.0,35_45,20.0,35.0,2.0,1,26.0,1
3766,3766,201011176043.0,1,201011176043.01.0,1.0,1.0,13.047,1.0,35_44,F,97.0,4.0,afternoon_rush,0.0,3.0,not_motor_vehicle,incap,37.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,25_35,13.0,12.0,3.0,1,32.0,1
3767,3767,201011176043.0,1,201011176043.02.0,0.0,1.0,13.047,1.0,over_65,M,97.0,4.0,afternoon_rush,0.0,3.0,not_motor_vehicle,incap,37.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,25_35,98.0,20.0,3.0,2,32.0,0
3768,3768,201011176069.0,0,201011176069.01.0,1.0,1.0,300.07,1.0,45_64,M,96.0,7.0,afternoon_rush,0.0,3.0,not_motor_vehicle,none,20.0,9.0,1.0,pking_zone,0.0,0.0,2010.0,998.0,15_25,11.0,51.0,8.0,2,32.0,1
3769,3769,201011176075.0,0,201011176075.01.0,99.0,1.0,13.047,1.0,over_65,F,96.0,5.0,afternoon,0.0,3.0,not_motor_vehicle,non_incap,39.0,9.0,1.0,roadside,0.0,0.0,2010.0,998.0,35_45,5.0,7.0,8.0,1,55.0,0
3770,3770,201011176078.0,0,201011176078.01.0,0.0,1.0,13.047,1.0,45_64,F,96.0,1.0,afternoon,0.0,3.0,rear_end,incap,53.0,9.0,1.0,roadway,0.0,0.0,2010.0,998.0,45_55,29.0,24.0,3.0,2,26.0,0
3771,3771,201011176078.0,0,201011176078.02.0,97.0,1.0,13.047,1.0,25_34,F,96.0,1.0,afternoon,0.0,3.0,rear_end,incap,53.0,9.0,1.0,roadway,0.0,0.0,2010.0,998.0,45_55,28.0,7.0,3.0,2,26.0,1
3772,3772,201011176081.0,0,201011176081.01.0,15.0,1.0,298.504,1.0,15_24,M,96.0,2.0,afternoon,0.0,8.0,rear_end,possible,56.0,9.0,2.0,roadway,1.0,1.0,2010.0,998.0,25_35,20.0,41.0,2.0,1,32.0,1
3773,3773,201011176081.0,0,201011176081.02.0,0.0,1.0,298.504,1.0,45_64,M,96.0,2.0,afternoon,0.0,8.0,rear_end,possible,56.0,9.0,2.0,roadway,1.0,1.0,2010.0,0.0,25_35,21.0,22.0,2.0,1,32.0,0
3774,3774,201011176081.0,0,201011176081.03.0,0.0,1.0,298.504,1.0,over_65,F,96.0,2.0,afternoon,0.0,8.0,rear_end,possible,56.0,9.0,2.0,roadway,1.0,1.0,2010.0,0.0,25_35,98.0,20.0,2.0,1,32.0,0
3775,3775,201011176100.0,0,201011176100.01.0,0.0,1.0,130.465,1.0,15_24,F,96.0,5.0,afternoon_rush,0.0,3.0,not_motor_vehicle,none,2.0,9.0,1.0,median,0.0,0.0,2010.0,998.0,45_55,8.0,20.0,3.0,1,55.0,0
3776,3776,201011176102.0,0,201011176102.01.0,0.0,1.0,13.047,1.0,15_24,M,96.0,5.0,night,0.0,3.0,angle,incap,54.0,9.0,8.0,roadway,0.0,0.0,2010.0,998.0,45_55,69.0,51.0,4.0,1,32.0,0
3777,3777,201011176102.0,0,201011176102.02.0,97.0,1.0,13.047,1.0,35_44,F,96.0,5.0,night,0.0,3.0,angle,incap,54.0,9.0,8.0,roadway,0.0,0.0,2010.0,998.0,45_55,68.0,49.0,4.0,1,32.0,1
3778,3778,201011176102.0,0,201011176102.03.0,0.0,1.0,13.047,1.0,15_24,M,96.0,5.0,night,0.0,3.0,angle,incap,54.0,9.0,8.0,roadway,0.0,0.0,2010.0,998.0,45_55,98.0,48.0,4.0,1,32.0,0
3779,3779,201011176105.0,0,201011176105.01.0,0.0,1.0,296.808,1.0,35_44,F,96.0,2.0,afternoon,0.0,8.0,side_swipe,none,24.0,8.0,2.0,roadway,1.0,0.0,2010.0,998.0,25_35,44.0,23.0,2.0,1,24.0,0
3780,3780,201011176105.0,0,201011176105.02.0,0.0,1.0,296.808,1.0,15_24,M,96.0,2.0,afternoon,0.0,8.0,side_swipe,none,24.0,8.0,2.0,roadway,1.0,0.0,2010.0,998.0,25_35,45.0,23.0,2.0,2,24.0,0
3781,3781,201011176122.0,0,201011176122.01.0,96.0,1.0,305.288,1.0,15_24,M,96.0,3.0,morning_rush,0.0,1.0,angle,none,20.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,15_25,72.0,41.0,8.0,1,28.0,0
3782,3782,201011176122.0,0,201011176122.02.0,96.0,1.0,305.288,1.0,35_44,F,96.0,3.0,morning_rush,0.0,1.0,angle,none,20.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,15_25,73.0,6.0,8.0,1,28.0,0
3783,3783,201011176123.0,0,201011176123.01.0,3.0,1.0,52.18600000000001,1.0,35_44,M,96.0,4.0,afternoon,0.0,3.0,not_motor_vehicle,non_incap,21.0,9.0,1.0,roadside,0.0,0.0,2010.0,998.0,25_35,1.0,12.0,2.0,2,55.0,1
3784,3784,201011176127.0,0,201011176127.01.0,96.0,1.0,135.684,1.0,25_34,M,96.0,3.0,afternoon,0.0,1.0,angle,possible,55.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,15_25,86.0,20.0,2.0,1,32.0,0
3785,3785,201011176127.0,0,201011176127.02.0,96.0,1.0,135.684,1.0,25_34,F,96.0,3.0,afternoon,0.0,1.0,angle,possible,55.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,35_45,87.0,49.0,4.0,1,32.0,0
3786,3786,201011176139.0,0,201011176139.01.0,0.0,1.0,135.684,1.0,over_65,M,96.0,1.0,afternoon_rush,0.0,1.0,rear_end,none,50.0,9.0,3.0,roadway,7.0,0.0,2010.0,0.0,35_45,93.0,20.0,2.0,1,32.0,0
3787,3787,201011176139.0,0,201011176139.02.0,1.0,1.0,135.684,1.0,25_34,M,96.0,1.0,afternoon_rush,0.0,1.0,rear_end,none,50.0,9.0,3.0,roadway,7.0,0.0,2010.0,998.0,35_45,92.0,20.0,2.0,1,32.0,1
3788,3788,201011176144.0,0,201011176144.01.0,0.0,1.0,300.07,1.0,45_64,M,96.0,3.0,afternoon,0.0,3.0,side_swipe,none,31.0,9.0,3.0,roadway,1.0,0.0,2010.0,998.0,45_55,45.0,35.0,4.0,1,27.0,0
3789,3789,201011176144.0,0,201011176144.02.0,0.0,1.0,300.07,1.0,25_34,M,96.0,3.0,afternoon,0.0,3.0,side_swipe,none,31.0,9.0,3.0,roadway,1.0,0.0,2010.0,998.0,45_55,46.0,52.0,4.0,1,27.0,0
3790,3790,201011176145.0,0,201011176145.01.0,0.0,1.0,13.047,1.0,45_64,F,96.0,3.0,afternoon,0.0,3.0,rear_end,none,20.0,9.0,3.0,roadway,2.0,0.0,2010.0,0.0,45_55,22.0,35.0,4.0,1,26.0,0
3791,3791,201011176145.0,0,201011176145.02.0,0.0,1.0,13.047,1.0,35_44,M,96.0,3.0,afternoon,0.0,3.0,rear_end,none,20.0,9.0,3.0,roadway,2.0,0.0,2010.0,998.0,45_55,20.0,84.0,4.0,1,26.0,0
3792,3792,201011176153.0,0,201011176153.01.0,0.0,1.0,121.59299999999999,1.0,35_44,F,96.0,6.0,afternoon_rush,0.0,1.0,angle,incap,59.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,N/R,69.0,7.0,2.0,1,31.0,0
3793,3793,201011176153.0,0,201011176153.02.0,97.0,1.0,121.59299999999999,1.0,35_44,M,96.0,6.0,afternoon_rush,0.0,1.0,angle,incap,59.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,25_35,68.0,20.0,2.0,1,31.0,1
3794,3794,201011176163.0,0,201011176163.01.0,0.0,1.0,300.07,1.0,45_64,F,95.0,6.0,afternoon_rush,0.0,2.0,angle,incap,48.0,9.0,8.0,roadway,0.0,0.0,2010.0,998.0,15_25,90.0,6.0,8.0,2,27.0,0
3795,3795,201011176163.0,0,201011176163.02.0,99.0,1.0,300.07,1.0,15_24,F,95.0,6.0,afternoon_rush,0.0,2.0,angle,incap,48.0,9.0,8.0,roadway,0.0,0.0,2010.0,998.0,0.0,90.0,76.0,8.0,1,27.0,0
3796,3796,201011176175.0,0,201011176175.01.0,0.0,1.0,130.465,1.0,45_64,F,95.0,3.0,afternoon,0.0,2.0,rear_end,non_incap,52.0,9.0,1.0,roadway,0.0,0.0,2010.0,0.0,45_55,21.0,42.0,2.0,1,26.0,0
3797,3797,201011176175.0,0,201011176175.02.0,1.0,1.0,130.465,1.0,15_24,F,95.0,3.0,afternoon,0.0,2.0,rear_end,non_incap,52.0,9.0,1.0,roadway,0.0,0.0,2010.0,998.0,45_55,20.0,20.0,2.0,1,26.0,1
3798,3798,201011176184.0,0,201011176184.01.0,0.0,1.0,59.361999999999995,1.0,15_24,F,96.0,6.0,afternoon,0.0,8.0,angle,possible,32.0,9.0,2.0,roadway,2.0,0.0,2010.0,998.0,25_35,68.0,54.0,8.0,1,23.0,0
3799,3799,201011176184.0,0,201011176184.02.0,0.0,1.0,59.361999999999995,1.0,25_34,M,96.0,6.0,afternoon,0.0,8.0,angle,possible,32.0,9.0,2.0,roadway,2.0,0.0,2010.0,998.0,25_35,69.0,12.0,8.0,1,23.0,0
3800,3800,201011176184.0,0,201011176184.03.0,0.0,1.0,59.361999999999995,1.0,15_24,M,96.0,6.0,afternoon,0.0,8.0,angle,possible,32.0,9.0,2.0,roadway,2.0,0.0,2010.0,0.0,15_25,98.0,7.0,8.0,1,30.0,0
3801,3801,201011176186.0,0,201011176186.01.0,0.0,1.0,296.808,1.0,35_44,F,96.0,4.0,night,0.0,8.0,not_motor_vehicle,none,46.0,9.0,8.0,pking_zone,0.0,0.0,2010.0,998.0,0.0,92.0,3.0,8.0,1,26.0,0
3802,3802,201011176188.0,0,201011176188.01.0,0.0,1.0,59.361999999999995,1.0,15_24,M,96.0,7.0,afternoon,0.0,8.0,head_on,incap,36.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,45_55,68.0,35.0,3.0,1,32.0,0
3803,3803,201011176188.0,0,201011176188.02.0,0.0,1.0,59.361999999999995,1.0,45_64,M,96.0,7.0,afternoon,0.0,8.0,head_on,incap,36.0,9.0,2.0,roadway,1.0,0.0,2010.0,998.0,45_55,69.0,72.0,3.0,2,32.0,0
